CustomerID,Genre,Age,X,Y,,primary_category
1,,,-0.522736136,-0.300734034,, Email
2,,,-0.371077032,-0.517600798,, Email
3,,,-0.667281895,0.150053631,, Email
4,,,-0.048845926,-0.416419432,, Email
5,,,-0.601972301,0.47723595,, Email
6,,,0.108129257,-0.055888708,, Email
7,,,0.495760909,0.421555926,, Email
8,,,-0.040195865,-0.331346304,, Email
9,,,0.144995666,-0.242007404,, Email
10,,,-0.415598153,-0.439545278,, Email
11,,,0.048287256,0.716183219,, Email
12,,,-0.433959155,-0.149981171,, Email
13,,,0.057616514,0.325487438,, Email
14,,,0.251990447,-0.591121354,, Email
15,,,0.578901871,-0.414795545,, Email
16,,,-0.03110653,-0.102842084,, Email
17,,,-0.069560402,-0.13848035,, Email
18,,,0.048933846,0.685756497,, Email
19,,,0.707007772,-0.276898683,, Email
20,,,-0.340812689,0.586441356,, Email
21,,,-0.578479525,0.247590312,, Email
22,,,-0.022837955,-0.060482681,, Email
23,,,-0.072494225,0.120668564,, Email
24,,,0.343162107,-0.341049675,, Email
25,,,-0.326593007,-0.143013788,, Email
26,,,-0.304483765,-0.196617701,, Email
27,,,0.106529152,-0.038370556,, Email
28,,,0.110389873,-0.339919524,, Email
29,,,-0.395160975,0.441791226,, Email
30,,,0.108391068,0.523420111,, Email
31,,,-0.082440849,0.566898071,, Email
32,,,0.15356538,-0.093781704,, Email
33,,,0.170959108,0.721633258,, Email
34,,,-0.035747453,0.007891106,, Email
35,,,-0.171934917,-0.585262502,, Email
36,,,-0.229594917,-0.429103815,, Email
37,,,0.283401949,0.421149439,, Email
38,,,0.161283187,-0.50398961,, Email
39,,,-0.099073012,-0.599545188,, Email
40,,,-0.280317564,-0.546939246,, Email
41,,,0.17694365,0.513988827,, Email
42,,,-0.280441501,-0.546857791,, Email
43,,,-0.359202791,-0.494152445,, Email
44,,,-0.258992674,0.498278676,, Email
45,,,-0.3591908,-0.494162176,, Email
46,,,-0.650650137,-0.30177835,, Email
47,,,0.332018361,-0.084835685,, Email
48,,,0.430366812,-0.532955047,, Email
49,,,0.223166293,0.102421639,, Email
50,,,-0.711661586,-0.192188307,, Email
51,,,-0.14115249,0.325977415,, Email
52,,,-0.133401336,0.255624955,, Email
53,,,-0.234228616,-0.222783282,, Email
54,,,-0.531169124,0.495863754,, Email
55,,,0.621850109,-0.239036624,, Email
56,,,-0.699939779,0.079006851,, Email
57,,,-0.025522888,0.184594496,, Email
58,,,-0.177282259,0.258991062,, Email
59,,,-0.712649745,-0.019448313,, Email
60,,,0.295046684,0.399537854,, Email
61,,,0.283765346,-0.559757124,, Email
62,,,-0.149624602,-0.516217185,, Email
63,,,0.530597566,-0.383285641,, Email
64,,,-0.095073032,0.685332932,, Email
65,,,0.187742177,-0.348584029,, Email
66,,,0.185402323,0.518143665,, Email
67,,,0.220298184,-0.358737035,, Email
68,,,0.186586145,-0.428899829,, Email
69,,,0.159543635,-0.407924437,, Email
70,,,0.057096381,0.218306244,, Email
71,,,-0.424393846,-0.209856273,, Email
72,,,0.599865666,0.184399189,, Email
73,,,0.079666375,0.003871032,, Email
74,,,0.07643912,-0.503009435,, Email
75,,,-0.385162449,0.504284061,, Email
76,,,0.114216876,-0.169215787,, Email
77,,,-0.116689778,-0.346359883,, Email
78,,,0.087620363,0.096002621,, Email
79,,,0.230845133,0.486340217,, Email
80,,,-0.074385783,-0.040822586,, Email
81,,,0.480524893,-0.6237993,, Email
82,,,-0.008338371,0.447491578,, Email
83,,,-0.44535818,-0.320032126,, Email
84,,,-0.004839018,-0.031470939,, Email
85,,,0.068905129,0.425530334,, Email
86,,,0.402771516,-0.457030966,, Email
87,,,-0.221238387,0.10045603,, Email
88,,,-0.525655962,-0.330241403,, Email
89,,,-0.073755043,0.093559868,, Email
90,,,-0.405866147,0.581928886,, Email
91,,,-0.331032417,-0.255197026,, Email
92,,,-0.17703181,0.527483458,, Email
93,,,0.00322316,-0.076565246,, Email
94,,,0.063866154,-0.42417191,, Email
95,,,-0.180812209,0.692883794,, Email
96,,,-0.635964726,-0.313461447,, Email
97,,,-0.401807753,-0.561953668,, Email
98,,,0.207187914,-0.306496777,, Email
99,,,0.573015765,-0.116153198,, Email
100,,,0.255324587,-0.606755002,, Email
101,,,-0.572416265,-0.204718035,, Email
102,,,-0.575806965,-0.231408276,, Email
103,,,-0.004345553,-0.123877323,, Email
104,,,0.125336671,-0.601960637,, Email
105,,,0.403701032,0.398247308,, Email
106,,,-0.174810732,-0.129093242,, Email
107,,,-0.603763275,0.216394032,, Email
108,,,-0.214207811,-0.374986906,, Email
109,,,0.155220241,0.156298583,, Email
110,,,0.309330184,0.625076003,, Email
111,,,-0.279082978,-0.408765557,, Email
112,,,-0.508251408,-0.403239466,, Email
113,,,0.05837367,0.510256233,, Email
114,,,0.289220695,0.55413549,, Email
115,,,-0.353341749,0.547729822,, Email
116,,,0.027467156,0.683854125,, Email
117,,,-0.734649154,0.010542269,, Email
118,,,0.049267039,0.308561065,, Email
119,,,-0.168533457,0.037080764,, Email
120,,,0.143195621,0.540065527,, Email
121,,,0.068120695,0.062809514,, Email
122,,,-0.346046421,0.473799212,, Email
123,,,0.146967575,-0.749506068,, Email
124,,,0.282343117,-0.673854544,, Email
125,,,-0.704745763,-0.09941278,, Email
126,,,0.06766444,-0.183448774,, Email
127,,,-0.435679501,0.450958575,, Email
128,,,0.051462728,-0.164934721,, Email
129,,,0.172446985,-0.069668259,, Email
130,,,0.100899095,-0.302395187,, Email
131,,,-0.511127787,0.385921415,, Email
132,,,0.261226606,-0.441823004,, Email
133,,,0.299883891,-0.415778886,, Email
134,,,0.212157474,-0.412146749,, Email
135,,,-0.343737528,0.426418089,, Email
136,,,-0.49961212,-0.063026457,, Email
137,,,0.131528743,0.157293861,, Email
138,,,0.325243317,-0.171635832,, Email
139,,,-0.303775441,0.150014231,, Email
140,,,0.107169489,-0.018254193,, Email
141,,,-0.254796932,-0.59735694,, Email
142,,,-0.406540896,0.341925796,, Email
143,,,-0.662386517,-0.120639871,, Email
144,,,0.379614227,-0.436715937,, Email
145,,,-0.298160291,-0.451201462,, Email
146,,,-0.070768697,-0.153655364,, Email
147,,,-0.402028301,-0.289919472,, Email
148,,,0.065001128,-0.15275099,, Email
149,,,0.186011565,0.687975692,, Email
150,,,-0.147286973,-0.093270208,, Email
151,,,0.317315422,0.45869469,, Email
152,,,-0.097741122,-0.274716615,, Email
153,,,-0.205655535,-0.168120593,, Email
154,,,-0.12335416,-0.591299076,, Email
155,,,0.026258207,-0.07853099,, Email
156,,,0.288270813,-0.267462517,, Email
157,,,0.229133233,-0.746064938,, Email
158,,,0.05281215,-0.682330373,, Email
159,,,0.549741677,-0.318065674,, Email
160,,,0.362462358,0.206089853,, Email
161,,,-0.235587432,-0.304004703,, Email
162,,,0.330741734,-0.288122265,, Email
163,,,0.448600797,-0.429889547,, Email
164,,,-0.047279926,-0.368710479,, Email
165,,,0.036529167,0.168789445,, Email
166,,,0.080268946,0.286106689,, Email
167,,,0.032567646,-0.097607689,, Email
168,,,0.130772463,0.453143103,, Email
169,,,0.084322521,0.469692224,, Email
170,,,0.295792203,0.682518905,, Email
171,,,-0.094213712,0.01285856,, Email
172,,,-0.309938776,-0.301453541,, Email
173,,,0.184160469,0.314929647,, Email
174,,,-0.426796838,-0.098174305,, Email
175,,,-0.048878126,0.096456861,, Email
176,,,-0.196294199,-0.63676141,, Email
177,,,0.008782834,-0.109413686,, Email
178,,,0.090740683,0.226499859,, Email
179,,,-0.216598272,-0.64441972,, Email
180,,,0.113853912,0.597694968,, Email
181,,,0.02548275,0.23074481,, Email
182,,,0.755110537,0.014322808,, Email
183,,,0.294106761,0.355450764,, Email
184,,,-0.044924904,0.398122227,, Email
185,,,0.04474952,-0.149819114,, Email
186,,,-0.262254809,0.362293712,, Email
187,,,-0.615194266,0.12323069,, Email
188,,,-0.46757484,0.635096983,, Financial
189,,,-0.769042007,-0.009513632,, Financial
190,,,0.098566827,-0.750937118,, Financial
191,,,0.38033363,-0.672507896,, Financial
192,,,-0.414846989,-0.654721705,, Financial
193,,,-0.571779987,0.490800987,, Financial
194,,,0.175567715,0.744356628,, Financial
195,,,-0.500412963,0.601813355,, Financial
196,,,-0.650934454,0.3288784,, Financial
197,,,-0.464628533,-0.607812521,, Financial
198,,,-0.228916303,-0.461964016,, Financial
199,,,-0.389781792,-0.293930111,, Financial
200,,,-0.289058837,-0.48462966,, Financial
,,,-0.308036102,0.12942961,, Financial
,,,-0.320078417,-0.118376182,, Financial
,,,0.748074851,0.101329402,, Financial
,,,-0.5081757,-0.57063683,, Financial
,,,0.225611606,-0.494062646,, Financial
,,,0.195140061,0.60868981,, Financial
,,,-0.775154009,-0.08301625,, Financial
,,,0.183912412,-0.586845781,, Financial
,,,-0.771094643,-0.162371435,, Financial
,,,-0.644471987,0.382893826,, Financial
,,,-0.643960743,-0.144738951,, Financial
,,,0.560058215,-0.296650854,, Financial
,,,-0.244126416,0.717378135,, Financial
,,,-0.439600947,-0.310291808,, Financial
,,,-0.14905848,-0.781899294,, Financial
,,,-0.624920561,-0.411824432,, Financial
,,,0.74574311,-0.269494319,, Financial
,,,-0.358318982,0.249894933,, Financial
,,,0.60523209,-0.475474062,, Financial
,,,-0.672167449,0.415816054,, Financial
,,,-0.609395426,0.311918546,, Financial
,,,0.727571696,0.008794181,, Financial
,,,-0.418518947,0.100054324,, Financial
,,,0.244011624,0.757747344,, Financial
,,,0.314644408,0.587709389,, Financial
,,,0.566291846,0.472066189,, Financial
,,,-0.795007595,-0.018391663,, Financial
,,,0.784197042,0.058468664,, Financial
,,,-0.643383078,-0.146831712,, Financial
,,,0.666121121,0.384131333,, Financial
,,,-0.552395294,-0.422239203,, Financial
,,,-0.700025596,-0.127132125,, Financial
,,,0.757437974,-0.129350946,, Financial
,,,-0.157668923,-0.100826347,, Financial
,,,-0.653047697,-0.182647751,, Financial
,,,-0.641746735,0.359361272,, Financial
,,,-0.341606105,0.291281784,, Financial
,,,-0.247811568,-0.473712529,, Financial
,,,-0.526289612,0.483582561,, Financial
,,,0.726844174,-0.005261232,, Financial
,,,-0.733239738,-0.178601651,, Financial
,,,-0.488451098,-0.579934949,, Financial
,,,0.076655478,0.74520342,, Financial
,,,0.309619461,0.649310046,, Financial
,,,-0.489980795,0.300155554,, Financial
,,,-0.576616058,0.524638202,, Financial
,,,-0.41166598,-0.117045849,, Financial
,,,0.640263616,-0.42056258,, Financial
,,,-0.284373843,0.442687706,, Financial
,,,-0.289107396,-0.663321938,, Financial
,,,0.244914043,0.612005834,, Financial
,,,-0.179794737,-0.222319715,, Financial
,,,-0.123880859,0.647939454,, Financial
,,,-0.611462343,0.004797487,, Financial
,,,-0.718642402,-0.050547262,, Financial
,,,-0.28606829,-0.139448106,, Financial
,,,0.352361305,0.502303788,, Financial
,,,-0.683173433,-0.122864605,, Financial
,,,-0.557549906,0.416152282,, Financial
,,,-0.5198462,0.462490702,, Financial
,,,-0.428220517,-0.465839073,, Financial
,,,-0.607463592,-0.081730586,, Financial
,,,-0.075187135,-0.730662433,, Financial
,,,-0.068286502,0.730156946,, Financial
,,,0.155085196,-0.757256529,, Financial
,,,-0.639100811,0.42165128,, Financial
,,,-0.509412228,-0.212447972,, Financial
,,,-0.617241524,-0.057813067,, Financial
,,,-0.54563302,-0.054866908,, Financial
,,,-0.027811202,-0.366116519,, Financial
,,,-0.250954919,-0.386049445,, Financial
,,,-0.058089543,0.785746258,, Financial
,,,-0.243991466,-0.234957976,, Financial
,,,-0.05435242,-0.661308169,, Financial
,,,-0.607479065,0.23773464,, Financial
,,,-0.379423288,-0.424676204,, Financial
,,,-0.450318812,0.586764662,, Financial
,,,0.499592591,-0.584262136,, Financial
,,,-0.572278182,-0.484457866,, Financial
,,,0.091919318,-0.711233216,, Financial
,,,0.372376117,-0.671381128,, Financial
,,,-0.003137695,0.286930335,, Financial
,,,-0.549899122,-0.098663258,, Financial
,,,0.072354138,0.409616099,, Financial
,,,-0.498771167,-0.183984909,, Financial
,,,-0.110205249,0.240889997,, Financial
,,,-0.111898432,-0.619160509,, Financial
,,,-0.365241804,0.171442008,, Financial
,,,-0.349837344,0.177624521,, Financial
,,,-0.547181107,0.33492626,, Financial
,,,-0.771920255,0.204339055,, Financial
,,,-0.518019077,-0.511008366,, Financial
,,,-0.307593493,-0.138544437,, Financial
,,,0.05219898,-0.437796845,, Financial
,,,-0.317338097,-0.024655348,, Financial
,,,0.325610274,0.478656302,, Financial
,,,-0.062606228,-0.646956276,, Financial
,,,-0.214497691,-0.194127953,, Financial
,,,0.633501933,0.206427589,, Financial
,,,0.167068649,-0.646786451,, Financial
,,,-0.334706235,-0.423912978,, Financial
,,,-0.235702539,-0.199909129,, Financial
,,,0.179675165,0.718763572,, Financial
,,,0.64517577,0.421972021,, Financial
,,,0.751555539,0.195436306,, Financial
,,,-0.508596915,0.352265757,, Financial
,,,-0.557730816,0.053389711,, Financial
,,,-0.508087636,-0.545786692,, Financial
,,,0.611051093,0.157052206,, Financial
,,,-0.444515638,0.536942261,, Financial
,,,0.030594667,-0.563096503,, Financial
,,,0.060681242,-0.660568449,, Financial
,,,-0.480545293,-0.472752614,, Financial
,,,0.279262983,-0.707314123,, Financial
,,,-0.411509343,0.63881886,, Financial
,,,-0.445234333,-0.411342657,, Financial
,,,0.494840067,-0.527251066,, Financial
,,,-0.256455451,0.047056297,, Financial
,,,-0.584661496,0.089854094,, Financial
,,,-0.250092911,0.020216176,, Financial
,,,-0.384534936,0.259413399,, Financial
,,,-0.298570439,-0.50323648,, Financial
,,,-0.575608285,0.159750593,, Financial
,,,-0.430862517,0.52973774,, Financial
,,,0.283776359,0.650129635,, Financial
,,,-0.438153932,-0.560994364,, Financial
,,,0.051630619,-0.392787401,, Financial
,,,0.784663083,0.179416434,, Mapping
,,,-0.008748527,0.76339315,, Mapping
,,,0.079380168,0.673657801,, Mapping
,,,0.495747166,0.546447402,, Mapping
,,,-0.746527589,0.167151212,, Mapping
,,,-0.683385272,0.171414118,, Mapping
,,,-0.257459068,-0.062997424,, Mapping
,,,-0.631040608,-0.459922287,, Mapping
,,,-0.368471474,-0.566477581,, Mapping
,,,-0.745846758,-0.076933896,, Mapping
,,,0.078940193,-0.752029498,, Mapping
,,,-0.753333271,-0.250670352,, Mapping
,,,-0.774630242,-0.145104743,, Mapping
,,,-0.406936084,0.434600466,, Mapping
,,,0.645591637,-0.301769243,, Mapping
,,,0.024793751,0.390021974,, Mapping
,,,0.711597098,-0.11591807,, Mapping
,,,0.315513093,0.649186292,, Mapping
,,,-0.643045965,-0.32194116,, Mapping
,,,-0.538008541,-0.21203618,, Mapping
,,,-0.169956563,-0.457634841,, Mapping
,,,0.079416705,-0.421629438,, Mapping
,,,-0.724159739,0.209214467,, Mapping
,,,-0.572392063,-0.2874831,, Mapping
,,,0.096021982,0.673713658,, Mapping
,,,-0.067851232,0.506167358,, Mapping
,,,0.065101413,-0.696197795,, Mapping
,,,-0.323438071,-0.317451619,, Mapping
,,,-0.144710147,0.706703271,, Mapping
,,,-0.798777032,0.053077638,, Mapping
,,,-0.129002025,0.703771644,, Mapping
,,,-0.488701848,0.02982269,, Mapping
,,,0.128749501,-0.778804262,, Mapping
,,,0.105385675,-0.744113255,, Mapping
,,,-0.533110032,0.388515922,, Mapping
,,,-0.530501029,-0.088476657,, Mapping
,,,0.606674161,-0.43345122,, Mapping
,,,-0.612777306,-0.427789731,, Mapping
,,,-0.476638847,-0.1188949,, Mapping
,,,-0.035220382,0.489656308,, Mapping
,,,-0.679762176,-0.218427398,, Mapping
,,,-0.15683533,-0.117470576,, Mapping
,,,-0.580940345,0.122828444,, Mapping
,,,-0.622464601,-0.173979016,, Mapping
,,,-0.705669223,-0.213129497,, Mapping
,,,-0.696440042,0.226143138,, Mapping
,,,-0.440281467,-0.587379721,, Mapping
,,,-0.531579484,0.063305929,, Mapping
,,,-0.564901247,-0.250970633,, Mapping
,,,0.034390379,-0.287444697,, Mapping
,,,0.51708876,-0.23771002,, Mapping
,,,0.109566885,0.646311599,, Mapping
,,,-0.684801477,-0.296545492,, Mapping
,,,-0.267902373,-0.697346254,, Mapping
,,,0.181280982,-0.74587519,, Mapping
,,,-0.389424424,0.65028035,, Mapping
,,,-0.392071217,-0.60654839,, Mapping
,,,0.464139937,0.475919349,, Mapping
,,,-0.66395474,-0.212228429,, Mapping
,,,-0.700201261,-0.044321946,, Mapping
,,,-0.504843869,-0.479596044,, Mapping
,,,-0.702653046,-0.027175262,, Mapping
,,,-0.373946989,-0.132388698,, Mapping
,,,-0.579544453,0.440866201,, Mapping
,,,-0.473495254,-0.635245348,, Mapping
,,,0.16766987,-0.442347287,, Mapping
,,,-0.323904679,0.473639467,, Mapping
,,,0.091711617,0.742356461,, Mapping
,,,-0.733562598,0.084266026,, Mapping
,,,-0.134474057,-0.340834854,, Mapping
,,,-0.442655609,-0.615335871,, Mapping
,,,-0.646664683,-0.253456666,, Mapping
,,,-0.469733762,0.052076133,, Mapping
,,,-0.304207855,-0.048529345,, Mapping
,,,-0.273147377,0.647185817,, Mapping
,,,0.471742086,0.614086207,, Mapping
,,,-0.61064779,0.414268004,, Mapping
,,,-0.740357363,-0.1955802,, Mapping
,,,0.107721357,0.6665879,, Mapping
,,,-0.566968177,-0.376234872,, Mapping
,,,-0.609424064,0.347383218,, Mapping
,,,0.44776773,-0.55744074,, Mapping
,,,-0.596149698,0.360269022,, Mapping
,,,0.07977296,-0.398111163,, Mapping
,,,-0.58416242,0.537131807,, Mapping
,,,-0.714043488,-0.170953246,, Mapping
,,,-0.748552926,0.112122908,, Mapping
,,,0.617769813,-0.483880517,, Mapping
,,,-0.702617457,-0.34103181,, Mapping
,,,-0.590446564,-0.402831995,, Mapping
,,,0.168609946,0.69430474,, Mapping
,,,-0.468874393,0.241895954,, Mapping
,,,-0.651470019,0.093423147,, Mapping
,,,0.264911587,-0.60588891,, Mapping
,,,-0.564429729,-0.154212134,, Mapping
,,,-0.392652052,-0.598862872,, Mapping
,,,0.360880135,0.538305952,, Mapping
,,,-0.342142379,0.308407814,, Mapping
,,,-0.737633406,0.231445439,, Mapping
,,,-0.440206989,-0.570989164,, Mapping
,,,-0.418946032,-0.314281655,, Mapping
,,,-0.393051342,0.350941027,, Mapping
,,,-0.521557234,-0.138614985,, Mapping
,,,0.061771475,-0.518845043,, Mapping
,,,-0.366672606,0.38000714,, Mapping
,,,-0.217998552,-0.549430594,, Mapping
,,,-0.504192538,0.26579647,, Mapping
,,,0.699462577,-0.057318677,, Mapping
,,,-0.756809968,-0.024148116,, Mapping
,,,-0.55865738,-0.000940542,, Mapping
,,,-0.110400488,0.503870268,, Mapping
,,,-0.477307762,0.092657818,, Mapping
,,,0.402304229,0.493935171,, Mapping
,,,-0.525812383,-0.042274114,, Mapping
,,,-0.741085975,0.027406723,, Mapping
,,,0.701108621,-0.135575943,, Mapping
,,,-0.407635456,-0.048867328,, Mapping
,,,0.551369851,0.544160888,, Mapping
,,,-0.352831677,0.072135618,, Mapping
,,,-0.62631907,0.321723327,, Mapping
,,,0.358337589,-0.400145865,, Mapping
,,,-0.451256572,-0.368363199,, Mapping
,,,0.422518228,-0.510547581,, Mapping
,,,-0.038894489,-0.262354594,, Mapping
,,,-0.275210895,0.724456572,, Mapping
,,,-0.120464919,0.248544274,, Mapping
,,,-0.260799991,-0.325199871,, Mapping
,,,-0.510103762,-0.115217083,, Mapping
,,,-0.510778023,-0.112601795,, Mapping
,,,-0.510077511,-0.115310498,, Mapping
,,,-0.5101029,-0.115220161,, Mapping
,,,-0.724693153,-0.312223539,, Mapping
,,,-0.510672737,-0.113016764,, Mapping
,,,-0.260669696,-0.325232674,, Mapping
,,,-0.103519477,0.255190606,, Mapping
,,,0.243188183,0.697833449,, Mapping
,,,0.298562334,0.724308129,, Mapping
,,,-0.659266377,-0.188028022,, Mapping
,,,-0.203695282,-0.262248007,, Mapping
,,,-0.54003742,0.149366612,, Mapping
,,,-0.47243892,0.011934777,, Mapping
,,,-0.453805938,0.392213358,, Mapping
,,,-0.603021895,-0.099134348,, Mapping
,,,-0.024834025,0.254879398,, Mapping
,,,-0.502019613,0.436958606,, Mapping
,,,-0.38471318,-0.121800842,, Mapping
,,,-0.004611689,0.568135692,, Mapping
,,,-0.121839191,-0.384119877,, Mapping
,,,0.701013063,0.332900838,, Mapping
,,,-0.694412322,-0.24114562,, Mapping
,,,-0.55686502,-0.401221493,, Mapping
,,,-0.753552216,0.086992817,, Mapping
,,,-0.415201652,-0.562864585,, Mapping
,,,0.737801362,-0.129458199,, Mapping
,,,-0.300357284,0.012587734,, Mapping
,,,-0.700444601,-0.312972815,, Mapping
,,,-0.318618763,0.585722735,, Mapping
,,,0.75434712,0.130732079,, Mapping
,,,-0.667300573,0.411947677,, Mapping
,,,-0.630599764,-0.195831998,, Mapping
,,,-0.276523409,0.021927241,, Mapping
,,,-0.546861749,0.450444923,, Mapping
,,,-0.691766261,-0.155175706,, Mapping
,,,-0.579768334,0.069488308,, Mapping
,,,-0.666876266,-0.397027431,, Mapping
,,,0.613252293,-0.42078179,, Mapping
,,,-0.482162707,-0.024766229,, Mapping
,,,-0.505831255,0.005169171,, Mapping
,,,0.285430539,-0.439689281,, Mapping
,,,-0.561748415,-0.124407446,, Mapping
,,,0.230669795,0.590122425,, Mapping
,,,-0.425239169,0.016723299,, Mapping
,,,0.328637515,-0.547561889,, Mapping
,,,-0.637625787,-0.118268268,, Mapping
,,,-0.172295894,0.641119089,, Mapping
,,,-0.679453242,-0.027499292,, Mapping
,,,-0.655890982,0.173336897,, Mapping
,,,-0.558454235,0.381780172,, Mapping
,,,-0.682102835,-0.005188712,, Mapping
,,,-0.682156794,-0.004756816,, Mapping
,,,0.398782097,-0.634152774,, Mapping
,,,-0.708247361,0.059393441,, Mapping
,,,-0.159269882,0.483852634,, Mapping
,,,0.086714225,0.559039494,, Mapping
,,,-0.43566705,0.142411119,, Mapping
,,,0.515132938,-0.201444147,, Messaging
,,,0.5388601,-0.281494012,, Messaging
,,,0.240810455,-0.513576095,, Messaging
,,,0.180582992,-0.003615956,, Messaging
,,,0.319294028,-0.026009546,, Messaging
,,,0.554670545,-0.048888846,, Messaging
,,,0.471730021,0.035021955,, Messaging
,,,0.368266525,0.344392772,, Messaging
,,,0.606521413,0.083137109,, Messaging
,,,0.342216216,0.126298148,, Messaging
,,,0.517716279,0.223462472,, Messaging
,,,0.488888264,0.271345328,, Messaging
